move_id,move_num,character_id,move_category_id,move_name,move_name_kana,command,startup_frame,active_frame,hit_frame,block_frame,attribute,effect_id_1,effect_id_2,effect_id_3,effect_id_4,effect_id_5,remarks_1,remarks_2,remarks_3,remarks_4,remarks_5
04288,112,320,123,アナセマティック・レイザー,,アナセマ状態でbawpヒット or ガード時wp,19,19 - 20,D,2,中 特殊中段 中,6,,,,,ガード時削りダメージあり,アナセマ状態を解除(ヒート中は代わりにヒート状態の残り時間を消費する),ヒート状態以外は自分にダメージ(回復可能),体力が少なくなるとダメージアップ,
04289,113,320,123,アナセマティック・マリス,,アナセマ状態でMS中にfcwk,19,19 - 20,D,-14,下中 特殊中段 中,,,,,,ガード時削りダメージあり,アナセマ状態を解除(ヒート中は代わりにヒート状態の残り時間を消費する),体力が少なくなるとダメージアップ,,
04290,114,320,011,(共通動作)横転,おうてん,ダウン中にlp,,,,,,,,,,,orcrlp,lpxn(orcrlpxn)で起き上がらずダウンへ,,,
04291,115,320,011,(共通動作)起き上がり下段キック,おきあがりげだんキック,ダウン中にlk,22,22 - 22,7,-9,下,,,,,,or 横転中にlkor 前転中にlk,,,,
04292,116,320,011,(共通動作)起き上がり中段キック,おきあがりちゅうだんキック,ダウン中にrk,22,22 - 22,9,-9,中,,,,,,or 横転中にrkor 前転中にrk,,,,
04293,117,320,011,(共通動作)スプリング攻撃,スプリングこうげき,仰向けダウン中にwk,19,19 - 30,5,-22,中,,,,,,or 横転中にwk,,,,
04294,118,320,011,(共通動作)牽制キック,けんせいキック,仰向けダウン中にcrlk,13,13 - 13,-3,-18,下,,,,,,orcrrk,,,,
04295,119,320,011,(共通動作)後方起き上がり,こうほうおきあがり,ダウン中にah,,,,,,,,,,,,,,,
04296,120,320,011,(共通動作)その場起き上がり,そのばおきあがり,ダウン中にwu,,,,,,,,,,,orzb,,,,
04297,121,320,011,(共通動作)前転,ぜんてん,仰向けダウン中にdk,,,,,,,,,,,,,,,
04298,122,320,011,(共通動作)起き上がりクロスチョップ,おきあがりクロスチョップ,前転中にwp,19,19 - 24,D,2,中,6,,,,,,,,,
04299,123,320,006,ディアボロス,,相手に接近してwl,12,12 - 14,D,-4,投げ(上),1,,,,,投げ抜けlp(orrp),,,,
04300,124,320,006,クラシャラボラス,,相手に接近してwr,12,12 - 14,D,-4,投げ(上),1,,,,,投げ抜けlp(orrp),MMへ,,,
04301,125,320,006,アムドゥスキアス,,相手に左側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),,,,,,投げ抜けlp,,,,
04302,126,320,006,バルバトス,,相手に右側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),,,,,,投げ抜けrp,,,,
04303,127,320,006,アンドロマリウス,,相手に背後から接近してwl(orwr),12,12 - 14,D,,投げ(上),,,,,,投げ抜け不能,,,,
04304,128,320,006,アンドレアルフス,,相手に接近してfjwp,12,12 - 12,D,-6,投げ(上),,,,,,投げ抜けwp,,,,
04305,129,320,006,リベンジハンド,,相手の攻撃に合わせてbawl(orbawr),30,30 - 34,D,,中,3,,,,,ヒット時アナセマ状態へ,ガード時削りダメージあり,ヒート状態以外は自分にダメージ,,
04306,130,320,007,下段捌き,げだんさばき,相手の下段攻撃に合わせてcm,,,TR,,,2,,,,,,,,,
04307,1,330,183,ヒート中にできること１（共通）,,すべての攻撃に「ガードさせると削りダメージを与える」効果がつく,,,,,,,,,,,削りダメージではK.O.できない,削りダメージは回復可能ゲージになる,,,
04308,2,330,183,ヒート中にできること２（共通）,,コンボや攻めの起点となる「ヒートダッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート発動技が相手に触れるまでdk(orLB)を入力,ガード時削りダメージを上乗せ,,,
04309,3,330,183,ヒート中にできること３（共通）,,ダメージの高い大技「ヒートスマッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート状態でLB(orij),,,,
04310,4,330,183,ヒート中にできること４（固有）,,ゲヘイロ・エスプロズィーヴォが使用可能,,,,,,,,,,,wk,,,,
04311,5,330,183,ヒート中にできること５（固有）,,ハーボジアハイア・リベラードが使用可能,,,,,,,,,,,crfcfork,,,,
04312,6,330,001,ヒートバースト,,ヒート発動可能状態でij,16,16 - 16,2,1,中,8,3,,,,ネガチーヴァ中も使用可,ヒート発動時にマンジンガレベルが1上昇,ヒート状態の残り時間を消費する,ijbabaで攻撃をキャンセル,
04313,7,330,001,ルファーダ,,rkrk,13,13 - 14,12,-7,中中,6,5,,,,ヒート発動時にマンジンガレベルが1上昇,,,,
04314,8,330,001,シャンゴー,,fowk,19,19 - 21,D,-9,中,6,5,,,,ガード時削りダメージあり,ヒート発動時にマンジンガレベルが1上昇,,,
04315,9,330,001,オシュン,,fjlprk,14,14 - 15,D,,中上,6,5,,,,orbjlprkorjulprk,ヒート発動時にマンジンガレベルが1上昇,,,
04316,10,330,001,シバータ・アルデンチ,,ネガチーヴァ(crwkなど)中にrklk,15,15 - 16,D,-13,中中,6,5,,,,ヒート発動時にマンジンガレベルが1上昇,,,,
04317,11,330,001,ヴィンガチーヴァ・ザンガ,,(相手しゃがみ中に)接近してcrwl,12,12 - 13,D,,投げ(中),5,,,,,or ネガチーヴァ中にwl,投げ抜け不能,ヒート発動時にマンジンガレベルが1上昇,ヒートダッシュ不能(ヒート状態の残り時間回復),
04318,12,330,001,ゲヘイロ・エスプロズィーヴォ,,ヒート状態でwk,20,20 - 22,TR,9,中,2,,,,,バナネイラへ,ヒート状態の残り時間を消費する,,,
04319,13,330,001,ハーボジアハイア・リベラード,,ヒート状態でcrfcfork,22,22 - 23,D,9,中,,,,,,ネガチーヴァへ,ヒート状態の残り時間を消費する,,,
04320,14,330,001,カヴェイリーニャ・ザンガーダ,,ヒート状態でij,18,18 - 19,D,6,中中,,,,,,バナネイラ中・ネガチーヴァ中も使用可,ヒートスマッシュ,ヒット時投げへ,ガード時ネガチーヴァへ,
04321,15,330,002,インシェンチ・ジ・アシェー,,レイジ状態でfcwp,20,20 - 20,D,-15,中,3,4,,,,ネガチーヴァ中も使用可,レイジアーツ,ヒット時相手の回復可能ゲージを消す,,
04322,16,330,003,ワンツーガロパンチ,,lprp,10,10 - 10,8,-3,上上,,,,,,lprpdkでバナネイラへ,,,,
04323,17,330,003,ワンツー・ベンサォン・プラーダ,,lprplk,10,10 - 10,D,,上上上,6,,,,,,,,,
04324,18,330,003,ワンツーガロパンチ～バイショ・シュタール,,lprp【rklk】,10,10 - 10,D,-14,上上下,,,,,,ネガチーヴァへ,lprprkでしゃがみへ,,,
04325,19,330,003,ワンツーガロパンチ～アウト・シュタール,,lprp【rkrk】,10,10 - 10,D,8,上上上,6,,,,,横転受け身可,lprprkでしゃがみへ,,,
04326,20,330,003,セウ・ガファニョート,,lplk,10,10 - 10,7,-14,上中,8,,,,,ネガチーヴァへ,空中ヒット時FB,,,
04327,21,330,003,コンボ・フラカォン,,rplprk,12,12 - 12,D,-12,上上中,6,,,,,,,,,
04328,22,330,003,バチーダ・ジ・コンパッソ,,rplk,12,12 - 12,8,-8,上中,,,,,,バナネイラへ,,,,
04329,23,330,003,スィンセロ,,lklk,14,14 - 15,8,-3,中中,,,,,,バナネイラへ,,,,
04330,24,330,003,ルファーダ,,rkrk,13,13 - 14,12,-7,中中,6,5,,,,,,,,
04331,25,330,003,ファイザオン,,wp,20,20 - 20,5,0,中,8,,,,,空中ヒット時FB,,,,
04332,26,330,003,ヴェンタニーア,,forprk,18,18 - 18,2,-14,中下,,,,,,,,,,
04333,27,330,003,コンボ・オフナンブロ,,folkrk,16,16 - 18,D,-11,上中,6,1,,,,folkrkdkで2発目をキャンセルしてバナネイラへ,,,,
04334,28,330,003,アウー・ジ・ソウ,,forklkwk,23,23 - 25,D,-12,中中中,8,,,,,forkでバナネイラへ,1発目ヒット時KS,空中ヒット時FB,,
04335,29,330,003,アウー・ジ・ルーア,,forkwk,23,23 - 25,D,-24,中下,,,,,,ネガチーヴァへ,forkでバナネイラへ,1発目ヒット時KS,1発目空中ヒット時FB,
04336,30,330,003,バナネイラ,,fowk,,,,,,,,,,,or 立ち途中にwk,バナネイラへ,,,
04337,31,330,003,シャンゴー,,fowk,19,19 - 21,D,-9,中,6,5,,,,ガード時削りダメージあり,,,,
04338,32,330,003,ジェイゼル,,fclplk,13,13 - 13,D,-7,中上,6,2,,,,,,,,
04339,33,330,003,コトヴェラダ,,fcrp,14,14 - 15,6,-5,中,,,,,,,,,,
04340,34,330,003,ビリバ,,fclk,15,15 - 18,浮,-18,中,2,,,,,,,,,
04341,35,330,003,シャパ・バイシャ,,fcrk,18,18 - 18,0,-12,下,,,,,,,,,,
04342,36,330,003,アウー・ヘヴェルサォン,,fcwk,18,18 - 19,D,-3,中中,7,,,,,,,,,
04343,37,330,003,パウマーレス・ジーロゥ,,crrplk,17,17 - 18,5,-4,中,8,,,,,ネガチーヴァへ,空中ヒット時FB,,,
04344,38,330,003,スィズモ,,crlk,21,21 - 22,4,-14,下,8,,,,,,,,,
04345,39,330,003,アウー・ジ・ビッコ,,crrklk,15,15 - 16,12,-13,下中,8,,,,,crrkで直接しゃがみへ,空中ヒット時FB,,,
04346,40,330,003,ネガチーヴァ,,crwk,,,,,,,,,,,or しゃがんだ状態でwk,ネガチーヴァへ,,,
04347,41,330,003,ミラージェン・トルシーダ,,bcrplk,18,18 - 19,TR,-18,下中,2,,,,,,,,,
04348,42,330,003,ハステイラ・フォルチ,,bclk,28,28 - 28,5,-14,下,8,,,,,,,,,
04349,43,330,003,ハーボジアハイア,,bcrkrk,17,17 - 18,D,1,中上,6,,,,,ガード時削りダメージあり,ヒット時マンジンガレベルが1上昇,,,
04350,44,330,003,バルセロス,,bcwp,30,30 - 30,14,-8,中上,8,,,,,空中ヒット時FB,,,,
04351,45,330,003,メイア・ルーア・ジ・コンパッソ,,bcwkrklk,20,20 - 22,D,-14,中中中中,6,,,,,bcwkでしゃがみへ,"1,2発目空中ヒット時FB",,,
04352,46,330,003,ガット～アウー・ジ・ソウ,,balprklkwk,14,14 - 15,D,-24,中中中中中,,,,,,balpでしゃがみへ,balprkでバナネイラへ,2発目ヒット時KS,空中ヒット時FB,
04353,47,330,003,ガット～アウー・ジ・ルーア,,balprkwk,14,14 - 15,D,-24,中中下下,,,,,,ネガチーヴァへ,balpでしゃがみへ,balprkでバナネイラへ,2発目ヒット時KS,2発目空中ヒット時FB
04354,48,330,003,ゴデーミ～コンボ・ルピエルナ,,barplklk,15,15 - 16,D,-14,中中中,6,,,,,,,,,
04355,49,330,003,ゴデーミ～カウカニェイラ,,barprk,15,15 - 16,D,-7,中上,6,,,,,,,,,
04356,50,330,003,ベント～ヘランパゴ,,balklk,13,13 - 14,浮,-15,中中,,,,,,ネガチーヴァへ,,,,
04357,51,330,003,コンボ・マカーコ・エンペ,,barkrklk,21,21 - 22,D,4,上中中中,,,,,,barkrkdkで2発目をキャンセルしてバナネイラへ,ガード時削りダメージあり,3発目ヒット時KS,空中ヒット時FB,
04358,52,330,003,バックバナネイラ,,bawp,,,,,,,,,,,バナネイラへ,,,,
04359,53,330,003,ベンサォン・プラーダ,,bawk,20,20 - 21,D,-9,上,6,3,,,,相手の攻撃を受け止めるとパワーアップかつガード時削りダメージ追加,,,,
04360,54,330,003,ルーア・ペルナ,,bjlk,31,31 - 33,D,4,中,,,,,,ガード時削りダメージあり,空中ヒット時FB,,,
04361,55,330,003,ヘヴェルサォン・トラゼイロ,,bjrk,19,19 - 21,-6,-17,中,,,,,,,,,,
04362,56,330,003,アクロバシーア,,julk,38,38 - 42,D,0,中,6,,,,,ガード時削りダメージあり,,,,
04363,57,330,003,ジラール～バイショ・シュタール,,ju【rklk】,32,32 - 33,D,-14,下,,,,,,ネガチーヴァへ,jurkでしゃがみへ,,,
04364,58,330,003,ジラール～アウト・シュタール,,ju【rkrk】,18,18 - 20,D,8,上,6,,,,,横転受け身可,jurkでしゃがみへ,,,
04365,59,330,003,ヴァソウラ,,juwp,16,16 - 17,崩,0,上,,,,,,orbjwp,空中ヒット時FB,,,
04366,60,330,003,オショッスィ,,fjlplk,14,14 - 15,D,,中中,6,,,,,orbjlplkorjulplk,ヒット時マンジンガレベルが1上昇,fjlplkdkで2発目をキャンセルしてバナネイラへ,,
04367,61,330,003,オシュン,,fjlprk,14,14 - 15,D,,中上,6,5,,,,orbjlprkorjulprk,ヒート発動時にマンジンガレベルが1上昇,,,
04368,62,330,003,イスカーラ,,fjrp,22,22 - 23,D,-13,中,6,,,,,orbjrporjurp,,,,
04369,63,330,003,アルマーダ・プラーダ～ビリバ,,fjlklk,26,26 - 28,浮,-18,中中,2,,,,,fjlkdkでバナネイラへ,1発目ヒット時KS,1発目空中ヒット時FB,,
04370,64,330,003,アルマーダ・プラーダ～バイショ,,fjlkrk,26,26 - 28,7,-14,中下,8,,,,,fjlkdkでバナネイラへ,1発目ヒット時KS,1発目空中ヒット時FB,,
04371,65,330,003,シャパ・ジラトーリア,,fjrk,22,22 - 24,12,-9,中,6,1,,,,ヒット時ネガチーヴァへ,,,,
04372,66,330,003,メイア・ルーア・プランド,,fjwk,17,17 -18,D,-13,中上,,,,,,orbjwkorjuwk,,,,
04373,67,330,003,ディレイライジングトゥーキック,,fjntrk,23,23 - 25,浮,-13,中,,,,,,,,,,
04374,68,330,003,テヘモート,,fodklk,21,21 - 22,6,-14,下,8,,,,,ヒット時ネガチーヴァへ,,,,
04375,69,330,003,フォーリャ・アタッキ,,fodkrk,19,19 - 20,浮,-12,中,2,,,,,バナネイラへ,,,,
04376,70,330,003,ホーダ・ジガンチ,,fodkwk,23,23 - 24,D,5,中中,6,,,,,fodkwkntfoでキャンセルしてバナネイラへ,ガード時削りダメージあり,空中ヒット時FB,,
04377,71,330,003,フマーサ,,baahij,77,77 - 79,D,,ガード不能,6,,,,,baahijbabaでキャンセル,,,,
04378,72,330,003,トロバォン,,fofodklk,25,25 - 27,D,8,中,6,,,,,orbjbakj,ガード時バナネイラへ,ガード時削りダメージあり,,
04379,73,330,003,ヴォラージェン,,crbcbark,21,21 - 22,D,,上,6,,,,,ガード時削りダメージあり,ヒット時マンジンガレベルが1上昇,,,
04380,74,330,003,１０連コンボ,１０れんコンボ,bjrkrkrprkrkwkwkwkwkwk,19,19 - 21,,,中中上上中中中上上中中上,,,,,,,,,,
04381,75,330,004,フリッキ・フラッキ,,bjba,,,,,,,,,,,ネガチーヴァへ,,,,
04382,76,330,004,気合溜め,きあいだめ,all,,,,,,,,,,,効果持続中はガードできない/自動カウンターヒット,,,,
04383,77,330,005,フズィラサォン,,立ち途中にlplk,13,13 - 14,浮,-15,上中,,,,,,ネガチーヴァへ,,,,
04384,78,330,005,シャペウ・ジ・コウロ,,立ち途中にlprk,13,13 - 14,8,-7,上上,6,,,,,,,,,
04385,79,330,005,マシャード,,立ち途中にrp,15,15 - 16,崩,-18,中,,,,,,,,,,
04386,80,330,005,ルピエルナ,,立ち途中にlk,19,19 - 21,TR,-13,中,2,,,,,orcrfcfolk,,,,
04387,81,330,005,テンペスタージ,,立ち途中にrkrkrklk,11,11 - 13,D,-9,中上中中中,,,,,,立ち途中にrkrkrkdkで3発目をキャンセルしてバナネイラへ,ガード時削りダメージあり,4発目ヒット時KS,空中ヒット時FB,
04388,82,330,005,ドゥプロ,,立ち途中にwk,25,25 - 27,D,5,中,,,,,,ネガチーヴァへ,空中ヒット時FB,ガード時KS,,
04389,83,330,005,ガファニョート,,しゃがんだ状態でfclk,22,22 - 23,9,6,中,8,,,,,ガード時削りダメージあり,ネガチーヴァへ,空中ヒット時FB,,
04390,84,330,005,トルナーダ,,しゃがんだ状態でfcrk,24,24 - 25,9,-21,下,,,,,,バナネイラへ,,,,
04391,85,330,009,トロッカ・ラテラウ,,横移動中にlk,25,25 - 26,8,0,中,,,,,,ネガチーヴァへ,横移動中にlkxnでキャンセルしてネガチーヴァへ,,,
04392,86,330,009,バイシャ・トロッカ,,横移動中にrk,21,21 - 22,3,-13,下下,8,,,,,,,,,
04393,87,330,009,ファイスカ,,横移動中にwk,14,14 - 15,浮,-7,上上,,,,,,,,,,
04394,88,330,011,(共通動作)横転,おうてん,ダウン中にlp,,,,,,,,,,,orcrlp,lpxn(orcrlpxn)で起き上がらずダウンへ,,,
04395,89,330,011,(共通動作)起き上がり下段キック,おきあがりげだんキック,ダウン中にlk,22,22 - 22,7,-9,下,,,,,,or 横転中にlkor 前転中にlk,,,,
04396,90,330,011,(共通動作)起き上がり中段キック,おきあがりちゅうだんキック,ダウン中にrk,22,22 - 22,9,-9,中,,,,,,or 横転中にrkor 前転中にrk,,,,
04397,91,330,011,(共通動作)スプリング攻撃,スプリングこうげき,仰向けダウン中にwk,19,19 - 30,5,-22,中,,,,,,or 横転中にwk,,,,
04398,92,330,011,(共通動作)牽制キック,けんせいキック,仰向けダウン中にcrlk,13,13 - 13,-3,-18,下,,,,,,orcrrk,,,,
04399,93,330,011,回転スプリングキック,かいてんスプリングキック,(相手足側)仰向けダウン中にbawk,16,16 - 18,D,-23,中,6,,,,,,,,,
04400,94,330,011,(共通動作)後方起き上がり,こうほうおきあがり,ダウン中にah,,,,,,,,,,,,,,,
04401,95,330,011,(共通動作)その場起き上がり,そのばおきあがり,ダウン中にwu,,,,,,,,,,,orzb,,,,
04402,96,330,011,(共通動作)前転,ぜんてん,仰向けダウン中にdk,,,,,,,,,,,,,,,
04403,97,330,011,(共通動作)起き上がりクロスチョップ,おきあがりクロスチョップ,前転中にwp,19,19 - 24,D,2,中,6,,,,,,,,,
04404,98,330,103,バナネイラ,,fowpなど,,,,,,,,,,,,,,,
04405,99,330,103,ゴデーミ・トロヴォアーダ,,バナネイラ中にlp,23,23 - 25,8,6,中,8,,,,,ガード時削りダメージあり,ネガチーヴァへ,空中ヒット時FB,,
04406,100,330,103,コンボ・エスコラォン,,バナネイラ中にrplk,17,17 - 18,D,-13,中中,6,,,,,ヒット時マンジンガレベルが1上昇,バナネイラ中にrplkdkで2発目をキャンセルしてバナネイラへ,,,
04407,101,330,103,エンシュハーダ,,バナネイラ中にlklklk,17,17 - 18,13,-5,中中上,6,8,2,,,ネガチーヴァへ,,,,
04408,102,330,103,ランサ・ジ・ブラッソ,,バナネイラ中にrkrp,12,12 - 13,D,-13,中中,6,2,,,,バナネイラ中にrkでバナネイラへ,,,,
04409,103,330,103,サウト・ヨトーリ,,バナネイラ中にrk【rplk】,12,12 - 13,D,4,中中,,,,,,バナネイラ中にrkでバナネイラへ,ガード時削りダメージあり,空中ヒット時FB,,
04410,104,330,103,カベサーダ・ジレッタ,,バナネイラ中にwp,22,22 - 23,D,-12,中,6,3,,,,相手の攻撃を受け止めるとパワーアップかつガード時削りダメージ追加,空中ヒット時FB,,,
04411,105,330,103,シャパ・エスキヴァンド,,バナネイラ中にbalk,36,36 - 37,D,-12,中,6,,,,,,,,,
04412,106,330,103,バナネイラ～前移動,バナネイラ～まえいどう,バナネイラ中にntfo,,,,,,,,,,,バナネイラへ,,,,
04413,107,330,103,バナネイラ～ネガチーヴァ,,バナネイラ中にntcr(orntju),,,,,,,,,,,ネガチーヴァへ,,,,
04414,108,330,104,ネガチーヴァ,,crwkなど,,,,,,,,,,,ネガチーヴァ中にzborahでガード可,,,,
04415,109,330,104,テーハ・ガファニョート,,ネガチーヴァ中にlplk,17,17 - 17,5,-14,下中,8,,,,,ネガチーヴァへ,ネガチーヴァ中にlpxnでしゃがみへ,空中ヒット時FB,,
04416,110,330,104,マレー・シェイア,,ネガチーヴァ中にrprkrk,18,18 - 19,D,-14,中上中,6,,,,,ネガチーヴァ中にrprkxnでネガチーヴァへ,,,,
04417,111,330,104,イエマンジャー,,ネガチーヴァ中にlklk,16,16 - 17,D,-26,下上,6,,,,,クリーンヒット効果あり,ヒット時マンジンガレベルが1上昇,ネガチーヴァ中にlkでしゃがみへ,,
04418,112,330,104,シバータ・アルデンチ,,ネガチーヴァ中にrklk,15,15 - 16,D,-13,中中,6,5,,,,,,,,
04419,113,330,104,カベサーダ・フィクサ,,ネガチーヴァ中にwp,18,18 - 19,D,-8,中,6,,,,,ガード時削りダメージあり,,,,
04420,114,330,104,トロッカ・イ・アタッキ,,ネガチーヴァ中にwk,17,17 - 18,浮,-18,中,2,,,,,,,,,
04421,115,330,104,ネガチーヴァ～前移動,ネガチーヴァ～まえいどう,ネガチーヴァ中にntfo,,,,,,,,,,,ネガチーヴァへ,,,,
04422,116,330,104,ネガチーヴァ～バナネイラ,,ネガチーヴァ中にntcr(orntju),,,,,,,,,,,バナネイラへ,,,,
04423,117,330,105,イアンサン・マンジンガ,,マンジンガレベル1の状態でバナネイラ中にwk,21,21 - 22,4,-13,下中中,8,,,,,空中ヒット時FB,,,,
04424,118,330,105,イアンサン・マンジンガ,,マンジンガレベル2の状態でバナネイラ中にwk,21,21 - 22,D,-13,下中中,7,,,,,,,,,
04425,119,330,105,オグン・マンジンガ,,マンジンガレベル1の状態でバナネイラ中にbark,23,23 - 25,8,7,中,8,,,,,ガード時削りダメージあり,xnでネガチーヴァへ,,,
04426,120,330,105,オグン・マンジンガ,,マンジンガレベル2の状態でバナネイラ中にbark,,23,23 - 25,7,中,6,,,,,ガード時削りダメージあり,xnでネガチーヴァへ,,,
04427,121,330,006,メロジーア,,相手に接近してwl,12,12 - 14,,-5,投げ(上),1,7,,,,投げ抜けlp(orrp),,,,
04428,122,330,006,ペスコッソ・アチラール,,相手に接近してwr,12,12 - 14,,-6,投げ(上),1,7,,,,投げ抜けlp(orrp),,,,
04429,123,330,006,アーウマ・アチラール,,相手に左側面から接近してwl(orwr),12,12 - 14,,-3,投げ(上),,,,,,投げ抜けlp,,,,
04430,124,330,006,チーグリ・スピン,,相手に右側面から接近してwl(orwr),12,12 - 14,,-3,投げ(上),,,,,,投げ抜けrp,,,,
04431,125,330,006,ヴィラール・ドイス,,相手に背後から接近してwl(orwr),12,12 - 14,,,投げ(上),,,,,,投げ抜け不能,,,,
04432,126,330,006,エストレーラ,,相手に接近してfjwp,12,12 - 12,D,-6,投げ(上),,,,,,投げ抜けwp,,,,
04433,127,330,006,バトゥカーダ,,バナネイラ中に相手に接近してwl(orwr),23,23 - 24,6,,投げ(上),6,,,,,投げ抜け不能,近距離正面ヒット時投げへ,ヒット時ネガチーヴァへ,,
04434,128,330,006,ヴィラール,,ネガチーヴァ中に相手に接近してfjwp,17,17 - 18,D,-6,投げ(上),,,,,,投げ抜けwp,,,,
04435,129,330,006,ヴィンガチーヴァ・ザンガ,,(相手しゃがみ中に)接近してcrwl,12,12 - 13,D,,投げ(中),5,,,,,or ネガチーヴァ中にwl,投げ抜け不能,ヒートダッシュ不能(ヒート状態の残り時間回復),,
04436,130,330,006,ヴィンガチーヴァ・フネラウ,,(相手しゃがみ中に)接近してcrwr,12,12 - 13,D,,投げ(中),,,,,,or ネガチーヴァ中にwr,投げ抜け不能,,,
04437,131,330,007,オグン・マンジンガ,,マンジンガレベル1以上の状態でバナネイラ中に相手の下段攻撃を受ける,23,23 - 25,D,,中,,,,,,ガード時削りダメージあり,xnでネガチーヴァへ,,,
04438,132,330,007,下段捌き,げだんさばき,相手の下段攻撃に合わせてcm,,,TR,,,2,,,,,,,,,
04439,1,340,184,ヒート中にできること１（共通）,,すべての攻撃に「ガードさせると削りダメージを与える」効果がつく,,,,,,,,,,,削りダメージではK.O.できない,削りダメージは回復可能ゲージになる,,,
04440,2,340,184,ヒート中にできること２（共通）,,コンボや攻めの起点となる「ヒートダッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート発動技が相手に触れるまでdk(orLB)を入力,ガード時削りダメージを上乗せ,,,
04441,3,340,184,ヒート中にできること３（共通）,,ダメージの高い大技「ヒートスマッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート状態でLB(orij),,,,
04442,4,340,184,ヒート中にできること４（固有）,,天上天下の構えが使用可能,,,,,,,,,,,構えをとると天上天下レベルが上昇(次のラウンドへ持ち越し),レベルが上がるほどヒート状態の残り時間の消費量が減少,,,
04443,5,340,184,ヒート中にできること５（固有）,,パワーアップした正拳突きが使用可能,,,,,,,,,,,wp,fodkrp,fofodklp,,
04444,6,340,001,ヒートバースト,,ヒート発動可能状態でij,16,16 - 16,2,1,中,8,3,,,,ヒート状態の残り時間を消費する,ijbabaで攻撃をキャンセル,,,
04445,7,340,001,乱れ桜,みだれざくら,fowplkwp,14,14 - 14,D,-15,上中中中中,5,,,,,fowplkcrfcfowpでパワーアップ,,,,
04446,8,340,001,中段鉄甲打ち,ちゅうだんてっこううち,balp,18,18 - 18,D,2,中,6,5,,,,ガード時削りダメージあり,,,,
04447,9,340,001,迅肘打,じんちゅうだ,しゃがんだ状態でfcrp,12,12 - 12,D,-14,中,6,5,,,,,,,,
04448,10,340,001,桜吹雪,さくらふぶき,騎馬立ち(fowkなど)中にrp,16,16 - 16,8,-10,中 投げ,5,,,,,正面地上ヒット時投げへ(ヒートダッシュ発動時は移行しない),投げ成立時にヒート発動し天上天下の構えへ(rpahで移行しない),,,
04449,11,340,001,左上段裏回し蹴り,ひだりじょうだんうらまわしげり,猫足(bawkなど)中にlk,13,13 - 14,11,-4,上,6,5,,,,,,,,
04450,12,340,001,騎馬立ち～天上天下の構え,きばだち～てんじょうてんげのかまえ,ヒート状態で騎馬立ち(fowkなど)中にwu,,,,,,,,,,,天上天下の構えへ,ヒート状態の残り時間を消費する,構えをとるたびに天上天下レベルが１上昇,強い捌き効果あり,
04451,13,340,001,猫足～天上天下の構え,ねこあし～てんじょうてんげのかまえ,ヒート状態で猫足(bawkなど)中にwu,,,,,,,,,,,天上天下の構えへ,ヒート状態の残り時間を消費する,構えをとるたびに天上天下レベルが１上昇,強い捌き効果あり,
04452,14,340,001,前虎後狼の構え～天上天下の構え,ぜんここうろうのかまえ～てんじょうてんげのかまえ,ヒート状態で前虎後狼の構え(fowkdkなど)中にwu,,,,,,,,,,,天上天下の構えへ,ヒート状態の残り時間を消費する,構えをとるたびに天上天下レベルが１上昇,強い捌き効果あり,
04453,15,340,001,千華万咲撃,せんかばんしょうげき,ヒート状態でij,18,18 - 18,D,10,中,6,,,,,ヒートスマッシュ,ヒット時投げへ(天上天下レベルが1上昇),ガード時天上天下の構えへ(ahで移行しない),,
04454,16,340,002,赤誠・尽忠演舞,せきせい・じんちゅうえんぶ,レイジ状態でfcwp,20,20 - 20,D,-15,中 投げ,3,4,,,,レイジアーツ,ヒット時相手の回復可能ゲージを消す,,,
04455,17,340,003,連突き,れんづき,lprp,10,10 - 10,4,-3,上上,,,,,,,,,,
04456,18,340,003,連突き～中段追い突き,れんづき～ちゅうだんおいづき,lprprp,10,10 - 10,8,-8,上上中,,,,,,ヒット or ガード時猫足へ,,,,
04457,19,340,003,連突き～旋風脚,れんづき～せんぷうきゃく,lprplk,10,10 - 10,D,-6,上上上,6,,,,,,,,,
04458,20,340,003,連突き～右下段蹴り,れんづき～みぎげだんげり,lprprk,10,10 - 10,3,-13,上上下,,,,,,,,,,
04459,21,340,003,上段順突き～右上段蹴り,じょうだんじゅんづき～みぎじょうだんげり,lprk,10,10 - 10,1,-8,上上,,,,,,,,,,
04460,22,340,003,旋回二段撃,せんかいにだんげき,rprp,11,11 - 11,11,-4,上上,,,,,,ヒット or ガード時猫足へ,,,,
04461,23,340,003,右上段逆突き～右中段前蹴り,みぎじょうだんぎゃくづき～みぎちゅうだんまえげり,rprk,11,11 - 11,4,-8,上中,,,,,,,,,,
04462,24,340,003,岩鶴,がんかく,lkrp,15,15 - 15,崩,-4,上上,2,,,,,ジャスト入力でパワーアップ,,,,
04463,25,340,003,右上段回し蹴り～跳び回転後ろ回し蹴り,みぎじょうだんまわしげり～とびかいてんうしろまわしげり,rklk,13,13 - 13,D,-14,上中,6,,,,,,,,,
